Area,IMD,Income`,Employ,Health,Educ,Barr,Crime,Env,<16,60+
TOWN01,15159,13246,16213,15022,17326,18081,18556,7529,13539,15436
TOWN02,19683,21363,20706,20478,25136,23520,10923,8448,20330,24736
TOWN03,16046,17039,16910,14525,14592,19977,14568,16801,17389,18996
TOWN04,13286,14731,12458,11263,14838,23362,15038,11191,15812,17909
TOWN05,24354,24046,25491,18208,22884,27054,17830,17465,25850,20472
TOWN06,16721,19653,19547,16334,25153,27632,11574,6759,21253,20765
TOWN07,20883,20729,21593,18141,24343,28850,17643,11942,21708,20381
TOWN08,18378,19322,20664,20409,23075,26150,12587,8193,17585,22711
TOWN09,14783,15634,11953,17841,17678,17907,13467,9547,17748,17637
TOWN10,18234,19422,19473,18734,18160,18087,15558,12380,18163,19430
TOWN11,21682,20346,19163,17228,23626,22619,23183,17938,20893,21835
TOWN12,15041,17322,17986,13572,19432,24099,13209,7988,17561,19852
TOWN13,10995,16695,16242,12930,19667,25889,4659,1269,17388,19223
TOWN14,18609,19701,19411,16928,23799,24762,12705,15720,19977,21093
TOWN15,10904,12990,11706,9985,12780,15238,13257,6037,14907,15286
TOWN16,23679,22847,22732,24948,22777,27189,17798,15580,23193,23897
TOWN17,18379,18909,20483,21528,24068,26513,9960,7640,19548,21476
TOWN18,12584,18589,19861,10403,21539,14825,5807,985,22240,17574
TOWN19,19686,21507,24757,23836,28524,28476,16604,2129,20310,24040
TOWN20,19141,18620,18546,18861,19138,21951,17142,14490,19101,19013
TOWN21,14633,17129,16836,17900,21309,25594,11610,4850,18344,19668
TOWN22,24707,25589,24063,25360,28403,27567,13644,13328,26463,25690
TOWN23,22575,19426,18585,20199,23873,27314,22021,18708,19066,22793
TOWN24,25020,22694,20329,22104,25499,25591,19615,22648,20866,26007
TOWN25,13353,17905,18688,13751,19834,28116,9676,4738,19330,18970
TOWN26,18067,19520,18211,21308,18219,23368,14256,10263,19835,21997
TOWN27,18512,16160,13778,20789,18003,22147,18802,16438,15807,19531
TOWN28,15777,18213,18978,14444,23845,21359,11944,8515,18699,20870
TOWN29,16977,15785,15281,23931,20769,21919,18117,10024,18715,18301
DIV1,19389,18264,17540,16985,17688,19244,19964,15142,20085,18059
DIV2,17607,16565,18455,18355,18712,21051,17899,8734,16269,18880
DIV3,19825,20227,19329,19640,24486,22249,12604,9821,19531,23794
DIV4,10707,12066,11033,9542,8889,12224,15626,12719,13139,13391
DIV5,16362,15809,15150,13724,12301,19092,19921,20616,15255,18088
DIV6,22534,23193,21781,22751,20580,26400,15408,14939,23095,24579
DIV7,11563,13480,11296,9313,13834,19203,13938,10993,14215,16352
DIV8,12570,14424,14660,10527,16966,25057,14142,5351,14905,16978
DIV9,21354,22514,22348,23932,22842,27905,15285,12873,22088,23909
DIV10,24354,24046,25491,18208,22884,27054,17830,17465,25850,20472
DIV11,20532,24579,24304,21034,28136,29479,3943,6657,24257,25765
DIV12,19624,20840,20897,21098,21773,27547,15064,6035,22134,21188
DIV13,17282,22511,23044,19515,23646,25734,5409,5357,23722,22601
DIV14,14727,19454,21617,15755,21822,22323,5690,4006,20790,21646
DIV15,18464,18798,18269,13790,24563,25735,18209,10316,19819,19906
DIV16,15887,21777,23330,21775,27471,30342,4713,1281,23243,23260
DIV17,19494,18390,18955,14851,22145,27266,20834,13579,19279,18326
DIV18,20036,19727,19861,21388,23659,26249,15616,10470,18866,22234
DIV19,14523,15782,11885,17727,18110,16952,11630,9472,17662,18119
DIV20,25590,28395,27867,27815,24720,24809,9464,22597,23573,25619
DIV21,20823,22252,22185,24743,22352,25704,15316,9367,22413,22690
DIV22,22163,19894,17252,18886,22080,22640,21505,19845,18734,23813
DIV23,21710,20334,19615,16365,23810,22240,25239,18038,21428,20242
DIV24,15181,14853,15419,12787,16249,13154,19023,13750,14341,16976
DIV25,20974,19597,18873,16838,22892,23095,17421,20972,20424,20600
DIV26,21343,20174,19966,16869,17962,29048,13777,26233,20207,22677
DIV27,14576,18121,18318,20151,23667,28559,10228,1463,19391,20135
DIV28,17354,17053,18434,15828,15515,15188,20524,11451,16744,15634
DIV29,10995,16695,16242,12930,19667,25889,4659,1269,17388,19223
DIV30,8270,10293,8381,8033,9089,11509,15665,5547,13295,11300
DIV31,22791,19690,21286,23816,21964,22859,19056,17367,20302,20493
DIV32,26672,23170,23618,23823,22899,27734,23999,24238,23496,22756
DIV33,17295,18180,17858,20136,23315,25723,9249,7900,19056,21572
DIV34,21600,20114,19827,19037,20070,24869,18066,18692,21292,19607
DIV35,15315,14679,15404,13703,15804,14896,16670,14427,14766,14219
DIV36,15164,14685,13821,14001,15595,18075,19342,14532,14811,16077
DIV37,15373,15619,10826,12946,13470,26040,18590,17011,18814,18804
DIV38,14996,16614,17141,16932,19736,22060,12346,7484,17375,19026
DIV39,24972,24665,22526,25105,28582,27085,13658,17321,25434,25521
DIV40,16076,15368,14225,12956,17005,16089,15552,17314,13934,18804
DIV41,20139,20783,24043,25628,25702,28220,11671,5444,21106,22702
DIV42,21930,20104,19543,20626,24585,27763,19929,16915,19911,23122
DIV43,24769,22638,19902,21657,24670,25616,20920,22209,20670,26229
DIV44,19838,20301,20981,27332,23922,25160,14010,8001,22522,21791
DIV45,12930,16386,17602,11941,17445,27695,11034,5497,18630,17298
DIV46,14177,16896,16119,20112,13932,11011,12621,5328,17585,14007
DIV47,15741,20433,21839,22859,14362,8837,16711,3210,17998,12130
DIV48,18993,17737,15571,19732,17114,20982,19917,17588,19302,20585
DIV49,16662,14614,12258,18989,16785,19954,19351,15263,14996,17153
DIV50,16169,17135,17283,10886,23223,17204,14451,15250,16827,20654
DIV51,14032,16525,16691,12761,22153,18684,12670,6903,17579,19232
DIV52,14653,17816,17791,13964,19349,25130,11251,6940,18254,20785
DIV53,15049,13450,13172,22936,18127,19877,18696,9819,16421,16826
DIV54,22468,21854,20357,23004,20148,24459,14961,18869,22143,23089
DIV55,19170,25151,25573,23233,29023,29465,4313,2675,25111,25541
DIV56,21487,22627,24163,21500,26120,30196,13533,9173,24180,21943
DIV57,15465,15718,15119,10126,15610,19947,17383,13160,14415,17502
DIV58,18018,20751,19114,22658,18249,25054,11982,6051,20328,22975
CHSCTAXE,22508,21312,19990,21009,24913,25376,17340,16694,20195,24650
CHSCTBARNSTAPLE,14551,16298,16248,14096,13860,17678,14293,13610,16765,18003
CHSCTBIDEFORD,15182,15767,13532,12243,14808,24144,15850,15762,16641,18840
CHSCTBRAUNTON,16245,17600,17531,13219,17182,19832,14657,10239,19458,17395
CHSCTCREDITON,17648,20246,20385,17168,24577,27631,13592,7010,21416,20918
CHSCTCULLOMPTON,20623,21360,22431,19299,25562,29104,15627,9693,21890,21652
CHSCTDAWLISH,16727,15954,13307,19406,18101,19574,15627,13056,16606,18631
CHSCTEXETERCHALL,19661,19371,18971,18086,19733,21309,17218,14368,18920,20978
CHSCTEXETERSYCAMORE,16917,19157,19564,19257,16400,14688,14505,11035,16912,16970
CHSCTEXMOUTH,21682,20346,19163,17228,23626,22619,23183,17938,20893,21835
CHSCTHONITON,21532,22441,21518,20944,25900,25922,13604,15109,23377,23046
CHSCTIVYBRIDGE,22678,21593,21939,25417,23077,26920,17646,14101,22101,23339
CHSCTKINGSBRIDGE,18379,18909,20483,21528,24068,26513,9960,7640,19548,21476
CHSCTNABBOT,18759,17569,17462,17524,18446,20537,18167,15953,17951,17887
CHSCTOKE,15412,17651,18085,18501,22364,24424,12619,4881,18649,20120
CHSCTSMOLTON,12901,17920,17747,13627,19990,28464,7819,4080,19751,19656
CHSCTTAVISTOCK,19172,20431,19344,21537,18572,24224,15410,11414,20912,22020
CHSCTTEIGN,18906,19071,19335,21233,20714,24914,15746,9793,19980,20439
CHSCTTIVERTON,15108,17893,18441,13827,23343,21073,11038,8754,18578,20588
CHSCTTORRINGTON,12550,16790,17035,13055,19926,25599,7810,3588,17405,19279
CHSCTTOTNES,17236,16375,16190,21833,20632,22973,16682,9686,17267,19851
Eastern,19165,19761,19482,18344,21705,22246,16561,12715,20213,19955
Northern,14540,16583,16044,13167,16239,22353,13266,10875,18215,17597
Southern,14963,14323,13480,16425,14680,17809,19099,13152,15407,15463
Western,15017,15954,14899,16360,11746,16875,17261,13291,15869,16823
