Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
E01020180,16,19,49,42,26,151
E01020181,10,10,26,32,18,95
E01020182,10,13,28,26,9,85
E01020183,11,15,27,32,22,107
E01020184,12,15,35,44,22,128
E01020185,3,3,14,17,12,50
E01020186,3,3,12,20,15,54
E01020187,9,14,30,29,15,97
E01020188,9,8,27,42,20,105
E01020189,17,19,39,51,30,155
E01020190,11,9,36,37,25,118
E01020191,11,39,40,30,12,131
E01020192,8,6,20,29,18,81
E01020193,12,9,27,32,13,92
E01020194,6,8,21,21,7,63
E01020195,13,11,31,34,14,102
E01020196,15,19,36,41,25,136
E01020197,5,8,17,27,15,72
E01020198,12,16,34,33,14,109
E01020199,12,17,38,33,19,119
E01020200,4,5,15,23,14,60
E01020201,5,5,16,30,26,82
E01020202,8,9,23,28,24,91
E01020203,5,5,17,20,16,63
E01020204,12,18,32,22,6,90
E01020205,6,5,17,37,18,84
E01020206,8,11,28,27,13,87
E01020207,11,21,32,25,12,102
E01020208,9,11,22,19,9,71
E01020209,10,15,19,23,11,79
E01020210,5,6,13,18,9,51
E01020211,21,27,41,33,15,137
E01020212,14,14,26,26,11,91
E01020213,9,14,19,26,14,82
E01020214,10,13,26,29,17,94
E01020215,6,5,13,22,10,55
E01020216,25,26,40,36,17,145
E01020217,17,26,34,27,23,127
E01020218,19,28,34,34,13,129
E01020219,17,23,40,35,13,129
E01020220,11,11,27,24,11,83
E01020221,11,14,29,34,14,103
E01020222,4,8,16,18,6,52
E01020223,10,10,31,32,14,97
E01020224,11,16,23,16,5,71
E01020225,18,22,31,26,11,108
E01020226,6,8,19,22,16,71
E01020227,10,12,20,23,17,81
E01020228,11,14,26,42,36,129
E01020229,18,30,40,59,36,183
E01020230,11,10,27,34,17,99
E01020231,10,9,20,27,15,81
E01020232,13,16,29,28,12,98
E01020233,8,8,17,31,29,93
E01020234,13,19,31,33,18,113
E01020235,11,9,23,29,22,95
E01020236,5,6,13,20,9,53
E01020237,9,9,26,30,14,88
E01020238,6,7,18,23,14,68
E01020239,5,4,14,17,10,50
E01020240,8,19,27,25,17,95
E01020241,12,14,32,30,12,100
E01020242,7,16,27,21,8,79
E01020243,6,8,20,24,10,68
E01020244,7,11,21,25,13,76
E01020245,7,10,26,33,15,92
E01020246,7,9,16,26,8,66
E01020247,15,18,31,34,21,121
E01020248,9,12,26,34,18,99
E01020249,9,5,20,27,16,77
E01020250,10,11,25,27,17,91
E01020251,10,13,25,29,12,88
E01020252,13,14,34,30,18,111
E01020253,9,10,24,17,5,64
E01020254,14,17,28,26,15,100
E01020255,8,10,20,22,13,74
E01020256,9,11,22,24,11,77
E01020257,6,7,13,17,7,50
E01020258,10,11,27,36,18,102
E01020259,5,5,18,24,12,64
E01020260,5,4,14,23,19,67
E01020261,5,5,18,25,14,66
E01020262,8,8,23,37,23,99
E01020263,7,8,19,25,22,81
E01020264,14,15,25,36,30,120
E01020265,6,9,18,21,12,66
E01020266,8,6,19,24,11,68
E01020267,8,8,20,30,17,84
E01020268,7,7,23,29,24,90
E01020269,17,23,32,52,48,173
E01020270,8,16,26,31,15,96
E01020271,16,20,35,37,16,125
E01020272,23,21,42,36,14,137
E01020273,7,8,22,28,13,79
E01020274,8,6,20,29,12,74
E01020275,8,11,22,41,19,102
E01020276,8,8,23,25,18,81
E01020277,27,30,48,49,26,179
E01020278,12,9,27,32,12,93
E01020279,26,53,57,53,22,211
E01020280,29,46,59,56,24,214
E01020281,15,12,33,37,17,114
E01020282,13,17,31,35,25,121
E01020283,9,11,22,29,18,89
E01020284,21,26,49,40,16,151
E01020285,25,32,47,37,15,155
E01020286,15,13,34,46,23,131
E01020287,13,10,28,46,24,121
E01020288,12,14,32,43,23,124
E01020289,11,10,29,43,27,120
E01020290,10,14,31,47,29,132
E01020291,11,13,35,40,20,120
