Area,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
E02004146,40,25,35,35,35,55,50,60,55,70,75,70,75,65,50
E02004147,20,30,25,30,30,40,35,35,40,40,35,50,45,50,40
E02004148,5,20,35,30,25,30,25,40,40,45,55,40,45,45,40
E02004149,20,35,35,35,30,30,45,40,45,45,50,35,40,25,35
E02004150,35,25,25,25,35,40,55,45,55,60,50,65,60,55,50
E02004151,35,35,40,55,50,65,80,70,85,70,95,95,90,110,90
E02004152,25,20,20,35,45,30,30,40,30,50,50,60,45,45,30
E02004153,45,45,50,45,45,50,55,60,60,65,55,65,60,55,60
E02004154,35,30,20,30,40,40,40,50,40,45,50,50,55,70,45
E02004155,45,45,45,55,55,60,50,60,65,85,55,65,60,65,65
E02004156,35,35,40,35,40,60,65,65,65,80,80,100,95,100,75
E02004157,20,25,25,25,25,40,45,40,45,50,50,40,40,40,40
E02004158,35,40,50,30,40,45,50,50,50,65,70,60,70,65,60
E02004159,35,20,30,35,40,40,55,55,60,55,55,70,70,75,70
E02004160,20,25,35,40,45,50,40,50,50,55,55,70,60,70,55
E02004161,60,60,70,65,70,85,100,95,100,80,105,115,100,115,95
E02004162,35,30,25,35,30,35,35,40,45,45,50,55,55,60,45
E02004163,30,25,40,40,45,35,55,50,55,60,65,70,65,70,60
E02004164,15,20,20,25,25,25,30,25,30,25,30,40,40,30,25
E02004165,20,30,30,30,35,30,30,45,40,50,50,50,45,50,35
E02004166,20,20,35,30,35,35,35,45,40,40,45,40,45,50,50
E02004167,25,25,25,35,35,50,50,50,45,55,75,70,75,70,75
E02004168,30,35,30,30,30,35,25,35,30,50,45,50,60,70,55
E02004169,5,10,15,25,25,25,35,30,30,35,40,45,45,40,35
E02004170,35,30,35,40,40,45,45,50,65,60,60,75,70,65,60
E02004171,25,25,25,30,35,30,35,35,45,35,45,35,30,35,20
E02004172,10,20,20,20,20,30,30,45,45,30,40,45,35,30,30
E02004173,15,15,20,15,15,25,30,35,40,45,50,50,55,60,45
E02004174,15,20,25,25,35,30,30,40,50,55,65,55,50,55,40
E02004175,35,25,25,25,15,25,30,40,30,45,45,55,45,35,30
E02004176,20,35,20,30,25,30,35,30,25,40,40,40,45,40,35
E02004177,25,25,35,35,45,45,50,45,50,45,55,55,55,65,65
E02004178,5,20,10,20,20,20,25,15,25,25,25,25,30,25,15
E02004179,35,35,50,40,40,45,45,40,55,60,60,65,55,60,50
E02004180,20,30,30,30,25,25,25,30,30,35,25,35,40,30,25
E02004181,20,20,25,15,30,30,35,30,50,40,45,55,55,60,55
E02004182,30,35,35,35,30,40,50,50,55,50,45,50,60,70,50
E02004183,20,15,20,20,35,35,40,35,40,45,50,50,55,40,35
E02004184,40,35,60,55,45,65,50,40,65,75,75,90,80,80,75
E02004185,15,20,20,20,20,15,15,20,25,30,30,40,35,30,35
E02004186,35,45,40,40,35,40,35,50,50,50,55,60,50,50,45
E02004187,35,35,25,45,45,50,60,60,60,55,65,65,80,85,75
E02004188,15,20,25,20,30,25,20,25,30,30,45,50,40,45,30
E02004189,25,30,30,35,45,40,35,40,50,45,55,50,45,50,40
E02004190,35,25,30,30,35,35,40,45,50,55,55,60,70,65,60
E02004191,35,40,40,50,45,65,65,70,75,65,70,75,90,80,85
E02004192,20,15,25,30,40,30,35,25,30,40,40,30,40,45,30
E02004193,40,60,80,65,70,85,90,85,85,110,110,100,95,85,75
E02004194,20,30,25,35,30,30,40,35,45,45,55,50,50,55,35
E02004195,15,15,20,25,25,15,25,35,25,30,35,40,55,55,40
E02004196,35,35,35,25,25,35,40,50,45,45,55,55,55,55,50
E02004197,20,20,20,25,20,25,30,25,25,30,30,30,35,25,25
E02004198,30,35,30,30,30,30,45,40,40,50,50,60,55,50,50
E02004199,15,15,30,25,25,25,20,20,30,30,30,25,35,30,25
E02004200,10,10,15,20,20,10,20,20,20,15,15,25,25,25,10
E02004201,5,10,5,25,25,25,25,15,20,20,25,20,20,15,15
E02004202,20,25,20,15,35,35,35,30,35,50,50,50,55,50,45
E02004203,10,25,20,20,25,25,30,35,35,35,30,35,40,50,30
E02004204,20,40,35,35,45,50,45,50,45,60,65,60,75,65,60
E02004205,20,35,40,30,40,40,40,45,50,55,45,50,70,55,60
E02004206,15,25,25,25,25,30,30,45,35,35,40,45,50,55,40
E02004207,20,20,30,35,40,35,40,40,40,45,40,55,45,50,40
E02004208,15,20,35,25,45,35,40,50,50,45,50,55,55,65,60
E02004209,25,25,35,60,50,65,65,60,60,60,55,80,75,80,60
E02004210,40,35,35,55,55,60,60,55,60,60,55,65,65,80,65
E02004211,5,10,20,15,10,25,25,25,20,35,35,35,45,50,25
E02004212,25,35,30,30,35,45,35,35,50,45,45,45,55,45,50
E02004213,20,15,15,10,5,30,20,30,30,35,25,35,25,30,20
E02004214,30,35,35,40,40,35,30,40,45,50,45,55,40,65,50
E02004215,20,25,30,30,30,35,45,35,40,45,45,50,55,60,50
E02004216,20,30,30,30,30,30,35,35,35,40,55,55,55,50,45
E02004217,35,45,50,50,55,60,70,60,55,55,65,85,75,80,55
E02004218,15,20,15,20,35,30,30,30,35,40,35,45,45,50,45
E02004219,25,25,25,15,25,15,25,25,30,30,25,20,35,35,25
E02004220,30,30,40,35,40,45,45,60,50,50,45,50,40,55,40
E02004221,10,15,15,15,25,20,20,25,30,35,30,30,40,40,30
E02004222,10,20,25,25,25,30,25,40,50,50,50,45,55,55,50
E02004223,40,45,45,60,55,75,85,75,85,95,120,130,125,105,85
E02004224,20,15,15,15,30,30,20,30,30,35,45,50,60,45,50
E02004225,25,35,35,35,30,35,30,30,45,45,45,40,45,45,35
E02004226,25,25,15,20,25,30,30,35,40,50,40,45,45,40,40
E02004227,30,35,45,50,60,55,60,55,60,60,75,85,80,80,75
E02004228,15,40,35,50,45,55,55,60,65,60,55,60,65,65,55
E02004229,20,20,25,25,25,30,40,50,55,50,55,55,55,60,40
E02004230,15,20,25,25,25,30,35,35,40,45,55,55,60,60,30
E02004231,30,35,25,35,25,30,35,40,40,50,45,40,40,50,40
E02004232,15,20,10,25,15,25,30,35,45,45,40,45,35,40,35
E02004233,50,55,30,55,65,60,70,75,90,95,100,100,95,90,65
E02004234,20,20,25,35,25,30,35,45,40,45,55,55,60,60,50
E02004235,15,35,35,35,50,45,40,45,40,45,55,40,50,50,35
E02006840,55,60,60,65,85,60,80,80,95,95,110,110,105,110,100
TOWN01,35,45,50,50,55,60,70,60,55,55,65,85,75,80,55
TOWN02,45,50,35,40,45,45,50,45,55,45,60,90,85,75,75
TOWN03,180,195,225,210,215,245,245,250,310,315,320,370,365,350,310
TOWN04,110,130,145,155,180,205,200,235,250,275,295,315,330,310,265
TOWN05,40,45,60,55,55,55,60,50,70,75,70,80,75,75,60
TOWN06,40,55,65,60,70,85,90,120,135,130,155,150,140,145,115
TOWN07,75,75,105,105,110,120,120,140,160,145,160,170,155,155,155
TOWN08,30,25,35,40,45,25,40,50,45,55,60,60,85,90,65
TOWN09,40,65,70,65,75,80,80,95,90,95,95,105,130,125,110
TOWN10,545,540,595,645,715,785,885,890,940,1015,1040,1125,1070,1115,955
TOWN11,140,150,170,185,190,210,225,260,260,280,320,310,310,330,270
TOWN12,45,50,45,50,50,55,50,55,75,80,70,75,75,75,65
TOWN13,45,75,80,100,105,110,115,115,125,120,130,145,145,145,130
TOWN14,70,75,95,80,85,90,115,125,135,125,145,125,135,130,115
TOWN15,80,90,80,90,85,105,125,115,115,135,150,155,145,140,130
TOWN16,130,145,170,155,170,195,210,210,220,250,265,255,250,235,215
TOWN17,50,60,70,80,75,60,85,80,90,95,100,115,120,110,85
TOWN18,0,5,0,5,5,5,0,5,0,5,5,5,10,10,5
TOWN19,10,20,15,10,15,20,20,25,25,25,25,25,35,40,25
TOWN20,225,290,300,330,355,390,395,405,435,485,460,525,530,560,465
TOWN21,70,80,75,85,80,95,125,135,145,155,175,165,170,180,135
TOWN22,45,70,60,70,70,80,85,75,95,115,120,120,120,95,100
TOWN23,20,10,30,35,40,45,40,50,60,50,50,45,55,60,50
TOWN24,35,40,30,35,45,55,60,70,60,75,70,100,100,90,75
TOWN25,45,45,40,55,65,70,75,75,80,75,95,95,105,105,90
TOWN26,100,135,105,155,155,165,170,200,215,235,245,235,240,240,170
TOWN27,55,55,75,85,105,110,115,120,120,120,125,140,150,175,140
TOWN28,105,130,125,150,160,165,170,190,180,215,250,260,270,280,220
TOWN29,90,100,105,120,120,145,150,150,165,160,175,170,195,185,160
DIV1,65,65,75,85,80,95,70,85,90,105,110,105,105,125,95
DIV2,45,60,65,70,65,80,85,85,80,85,90,115,110,115,80
DIV3,40,40,30,35,40,35,40,45,45,35,55,75,70,70,65
DIV4,55,60,65,55,70,80,95,90,120,110,110,125,140,145,120
DIV5,55,45,75,70,70,90,80,65,90,100,105,120,110,105,95
DIV6,45,45,50,55,65,70,65,65,75,80,80,80,75,80,75
DIV7,30,45,45,60,60,70,70,80,90,105,115,125,135,120,95
DIV8,40,35,40,40,50,65,60,65,75,75,100,100,105,85,90
DIV9,30,45,55,60,75,70,75,70,70,85,65,90,85,85,70
DIV10,40,45,60,55,55,55,60,50,70,75,70,80,75,75,60
DIV11,25,30,35,45,50,50,50,55,60,60,70,70,65,60,50
DIV12,20,45,35,45,50,55,55,65,60,65,80,65,85,85,70
DIV13,35,45,45,50,40,40,45,65,45,50,65,50,55,55,45
DIV14,35,65,35,55,45,55,60,55,60,75,70,75,85,70,55
DIV15,20,30,35,35,35,45,45,70,80,70,90,85,75,80,65
DIV16,30,35,40,45,50,55,65,65,75,70,85,85,90,80,55
DIV17,50,50,55,60,65,65,65,75,95,90,90,100,85,85,80
DIV18,35,30,45,55,65,45,60,60,55,70,75,70,95,100,70
DIV19,35,60,65,55,65,70,70,90,85,90,85,95,120,110,100
DIV20,35,50,55,55,60,50,70,60,70,90,75,75,80,55,65
DIV21,25,30,20,25,45,45,45,35,45,60,65,65,65,60,50
DIV22,20,30,50,55,45,35,40,60,60,70,85,65,70,75,60
DIV23,110,110,115,125,140,165,175,190,190,200,215,230,225,240,195
DIV24,65,70,80,60,75,80,100,100,100,115,105,130,130,115,115
DIV25,55,60,80,65,70,80,115,110,125,125,140,125,115,120,110
DIV26,35,45,40,35,40,35,30,40,50,60,60,80,65,60,65
DIV27,40,40,35,40,40,45,60,70,75,70,80,75,75,90,70
DIV28,75,65,65,75,80,80,75,85,95,115,90,105,100,105,90
DIV29,45,75,80,100,105,110,115,115,125,120,130,145,145,145,130
DIV30,60,50,60,60,60,70,80,85,80,90,100,110,100,100,95
DIV31,45,45,45,30,60,50,60,55,65,75,60,65,75,90,70
DIV32,40,60,80,65,70,85,90,85,85,110,110,100,95,85,75
DIV33,45,50,60,55,55,55,65,60,70,80,80,85,90,80,75
DIV34,30,35,50,70,55,85,85,85,80,90,90,115,115,120,80
DIV35,65,65,65,75,75,95,70,75,95,100,95,105,110,100,95
DIV36,35,60,60,55,60,60,80,75,80,85,95,105,95,120,100
DIV37,40,45,55,50,65,65,65,85,80,85,75,80,80,95,70
DIV38,30,40,35,50,40,55,65,70,85,90,95,100,95,100,65
DIV39,30,50,35,45,40,55,55,70,70,75,85,90,90,75,75
DIV40,55,45,55,70,70,95,115,100,120,105,135,140,125,145,120
DIV41,30,35,40,45,40,30,45,50,55,45,60,75,70,65,40
DIV42,25,15,35,40,45,55,45,50,65,50,55,50,60,65,55
DIV43,30,30,20,25,35,45,50,50,45,60,60,85,90,75,65
DIV44,50,45,45,45,45,45,60,70,70,75,85,80,100,90,80
DIV45,35,40,40,50,60,65,65,60,75,65,80,95,95,105,85
DIV46,35,40,35,35,35,65,75,85,85,95,100,105,100,105,90
DIV47,60,55,40,60,75,75,80,95,80,95,105,110,100,120,80
DIV48,50,55,30,55,65,60,70,75,90,95,100,100,95,90,65
DIV49,55,55,70,80,100,95,100,105,110,105,105,120,120,145,125
DIV50,35,50,50,65,60,75,80,85,65,90,115,110,115,110,110
DIV51,50,55,50,50,65,60,55,70,75,90,80,90,90,110,80
DIV52,50,60,50,55,55,65,60,65,85,95,85,85,90,85,75
DIV53,55,65,60,75,70,95,100,100,110,100,110,110,125,120,110
DIV54,50,40,65,65,75,60,85,75,80,85,90,100,95,95,85
DIV55,35,50,50,45,45,45,45,45,55,60,50,55,65,45,50
DIV56,30,30,50,50,55,60,65,70,70,70,85,85,95,90,80
DIV57,70,65,80,80,85,105,130,125,130,105,125,145,130,155,135
DIV58,45,70,75,90,85,90,90,110,100,120,130,115,130,130,95
CHSCTAXE,100,100,95,110,130,145,150,165,175,170,180,235,240,225,200
CHSCTBARNSTAPLE,145,155,190,180,180,215,220,215,265,265,265,300,310,300,255
CHSCTBIDEFORD,135,160,170,175,200,215,210,250,275,300,325,355,355,335,290
CHSCTBRAUNTON,120,140,140,150,145,165,185,170,185,215,225,240,230,225,195
CHSCTCREDITON,40,50,65,55,60,80,90,105,120,105,135,125,120,130,110
CHSCTCULLOMPTON,100,90,130,135,140,155,160,180,200,175,200,205,200,200,180
CHSCTDAWLISH,95,120,145,140,170,180,185,205,205,215,205,230,260,280,235
CHSCTEXETERCHALL,250,250,275,290,330,360,370,375,410,470,475,515,500,500,445
CHSCTEXETERSYCAMORE,295,295,310,345,380,415,500,495,520,535,570,610,565,610,505
CHSCTEXMOUTH,140,150,170,185,190,210,225,260,260,280,320,310,310,330,270
CHSCTHONITON,105,135,145,140,140,155,190,190,215,225,240,225,235,210,200
CHSCTIVYBRIDGE,135,145,165,150,165,190,215,215,230,260,270,265,260,245,225
CHSCTKINGSBRIDGE,50,60,70,80,75,60,85,80,90,95,100,115,120,110,85
CHSCTNABBOT,180,225,240,255,275,315,315,320,345,370,365,425,420,455,370
CHSCTOKE,70,100,90,100,95,115,135,155,165,180,185,180,200,205,140
CHSCTSMOLTON,55,60,50,70,85,90,95,100,105,105,130,125,135,125,110
CHSCTTAVISTOCK,115,150,120,175,185,190,195,225,245,255,285,270,270,275,205
CHSCTTEIGN,85,115,130,145,155,155,170,165,160,180,185,215,215,220,170
CHSCTTIVERTON,100,130,125,150,160,165,165,195,175,230,250,265,270,285,230
CHSCTTORRINGTON,100,135,135,160,170,185,180,190,220,225,225,250,250,245,225
CHSCTTOTNES,85,85,95,110,110,115,130,140,145,150,160,155,205,195,165
Eastern,1190,1275,1380,1485,1615,1785,1965,2100,2220,2340,2535,2640,2610,2650,2260
Northern,555,655,690,735,775,865,885,920,1045,1105,1165,1270,1280,1245,1080
Southern,1105,1260,1410,1550,1655,1710,1885,1975,2215,2220,2320,2535,2630,2670,2255
Western,1630,1805,1895,2115,2215,2380,2620,2855,3010,3190,3395,3515,3555,3560,2895
