Label,Indicator,Year,Devon Town,Value
KSI 2013-15,KSI,2013 to 2015,Dartmouth,
KSI 2013-15,KSI,2013 to 2015,Dawlish,
KSI 2013-15,KSI,2013 to 2015,Exeter,
KSI 2013-15,KSI,2013 to 2015,Exmouth,
KSI 2013-15,KSI,2013 to 2015,Great Torrington,
KSI 2013-15,KSI,2013 to 2015,Holsworthy,
KSI 2013-15,KSI,2013 to 2015,Honiton,
KSI 2013-15,KSI,2013 to 2015,Ilfracombe,
KSI 2013-15,KSI,2013 to 2015,Ivybridge,
KSI 2013-15,KSI,2013 to 2015,Kingsbridge,
KSI 2013-15,KSI,2013 to 2015,Lynton and Lynmouth,
KSI 2013-15,KSI,2013 to 2015,Moretonhampstead,
KSI 2013-15,KSI,2013 to 2015,Newton Abbot,
KSI 2013-15,KSI,2013 to 2015,Okehampton,
KSI 2013-15,KSI,2013 to 2015,Ottery St Mary,
KSI 2013-15,KSI,2013 to 2015,Seaton,
KSI 2013-15,KSI,2013 to 2015,Sidmouth,
KSI 2013-15,KSI,2013 to 2015,South Molton,
KSI 2013-15,KSI,2013 to 2015,Tavistock,
KSI 2013-15,KSI,2013 to 2015,Teignmouth,
KSI 2013-15,KSI,2013 to 2015,Tiverton,
KSI 2013-15,KSI,2013 to 2015,Totnes,
KSI 2014-16,KSI,2014 to 2016,Ashburton/Buckfastleigh,
KSI 2014-16,KSI,2014 to 2016,Axminster,
KSI 2014-16,KSI,2014 to 2016,Barnstaple,
KSI 2014-16,KSI,2014 to 2016,Bideford/Northam,
KSI 2014-16,KSI,2014 to 2016,Braunton,
KSI 2014-16,KSI,2014 to 2016,Crediton,
KSI 2014-16,KSI,2014 to 2016,Cullompton,
KSI 2014-16,KSI,2014 to 2016,Dartmouth,
KSI 2014-16,KSI,2014 to 2016,Dawlish,
KSI 2014-16,KSI,2014 to 2016,Exeter,
KSI 2014-16,KSI,2014 to 2016,Exmouth,
KSI 2014-16,KSI,2014 to 2016,Great Torrington,
KSI 2014-16,KSI,2014 to 2016,Holsworthy,
KSI 2014-16,KSI,2014 to 2016,Honiton,
KSI 2014-16,KSI,2014 to 2016,Ilfracombe,
KSI 2014-16,KSI,2014 to 2016,Ivybridge,
KSI 2014-16,KSI,2014 to 2016,Kingsbridge,
KSI 2014-16,KSI,2014 to 2016,Lynton and Lynmouth,
KSI 2014-16,KSI,2014 to 2016,Moretonhampstead,
KSI 2014-16,KSI,2014 to 2016,Newton Abbot,
KSI 2014-16,KSI,2014 to 2016,Okehampton,
KSI 2014-16,KSI,2014 to 2016,Ottery St Mary,
KSI 2014-16,KSI,2014 to 2016,Seaton,
KSI 2014-16,KSI,2014 to 2016,Sidmouth,
KSI 2014-16,KSI,2014 to 2016,South Molton,
KSI 2014-16,KSI,2014 to 2016,Tavistock,
KSI 2014-16,KSI,2014 to 2016,Teignmouth,
KSI 2014-16,KSI,2014 to 2016,Tiverton,
KSI 2014-16,KSI,2014 to 2016,Totnes,
KSI 2015-17,KSI,2015 to 2017,Ashburton/Buckfastleigh,
KSI 2015-17,KSI,2015 to 2017,Axminster,
KSI 2015-17,KSI,2015 to 2017,Barnstaple,
KSI 2015-17,KSI,2015 to 2017,Bideford/Northam,
KSI 2015-17,KSI,2015 to 2017,Braunton,
KSI 2015-17,KSI,2015 to 2017,Crediton,
KSI 2015-17,KSI,2015 to 2017,Cullompton,
KSI 2015-17,KSI,2015 to 2017,Dartmouth,
KSI 2015-17,KSI,2015 to 2017,Dawlish,
KSI 2015-17,KSI,2015 to 2017,Exeter,
KSI 2015-17,KSI,2015 to 2017,Exmouth,
KSI 2015-17,KSI,2015 to 2017,Great Torrington,
KSI 2015-17,KSI,2015 to 2017,Holsworthy,
KSI 2015-17,KSI,2015 to 2017,Honiton,
KSI 2015-17,KSI,2015 to 2017,Ilfracombe,
KSI 2015-17,KSI,2015 to 2017,Ivybridge,
KSI 2015-17,KSI,2015 to 2017,Kingsbridge,
KSI 2015-17,KSI,2015 to 2017,Lynton and Lynmouth,
KSI 2015-17,KSI,2015 to 2017,Moretonhampstead,
KSI 2015-17,KSI,2015 to 2017,Newton Abbot,
KSI 2015-17,KSI,2015 to 2017,Okehampton,
KSI 2015-17,KSI,2015 to 2017,Ottery St Mary,
KSI 2015-17,KSI,2015 to 2017,Seaton,
KSI 2015-17,KSI,2015 to 2017,Sidmouth,
KSI 2015-17,KSI,2015 to 2017,South Molton,
KSI 2015-17,KSI,2015 to 2017,Tavistock,
KSI 2015-17,KSI,2015 to 2017,Teignmouth,
KSI 2015-17,KSI,2015 to 2017,Tiverton,
KSI 2015-17,KSI,2015 to 2017,Totnes,
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Ashburton/Buckfastleigh,0.583333333
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Axminster,0.294117647
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Barnstaple,0.484536082
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Bideford/Northam,0.331360947
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Braunton,0.4
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Crediton,0.422535211
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Cullompton,0.611111111
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Dartmouth,Suppressed
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Dawlish,0.355555556
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Exeter,0.506849315
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Exmouth,0.42384106
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Great Torrington,0.777777778
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Holsworthy,0.423076923
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Honiton,0.721311475
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Ilfracombe,0.481481481
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Ivybridge,0.68627451
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Kingsbridge,0.583333333
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Lynton and Lynmouth,Suppressed
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Moretonhampstead,Suppressed
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Newton Abbot,0.555555556
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Okehampton,0.517647059
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Ottery St Mary,0.611111111
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Seaton,0.7
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Sidmouth,0.8
LD Accommodation 2011-12,LD accommodation,2011 to 2012,South Molton,0.636363636
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Tavistock,0.520408163
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Teignmouth,0.468085106
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Tiverton,0.764227642
LD Accommodation 2011-12,LD accommodation,2011 to 2012,Totnes,0.3625
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Ashburton/Buckfastleigh,0.785714286
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Axminster,0.448275862
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Barnstaple,0.79787234
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Bideford/Northam,0.651685393
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Braunton,0.866666667
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Crediton,0.623376623
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Cullompton,0.785714286
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Dartmouth,0.8
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Dawlish,0.467391304
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Exeter,0.786885246
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Exmouth,0.65034965
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Great Torrington,1
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Holsworthy,0.884615385
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Honiton,0.953846154
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Ilfracombe,0.909090909
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Ivybridge,0.879310345
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Kingsbridge,0.873015873
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Lynton and Lynmouth,Suppressed
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Moretonhampstead,Suppressed
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Newton Abbot,0.705882353
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Okehampton,0.670886076
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Ottery St Mary,0.833333333
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Seaton,0.7
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Sidmouth,0.909090909
LD Accommodation 2012-13,LD accommodation,2012 to 2013,South Molton,0.96
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Tavistock,0.606382979
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Teignmouth,0.589285714
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Tiverton,0.903225806
LD Accommodation 2012-13,LD accommodation,2012 to 2013,Totnes,0.548780488
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Ashburton/Buckfastleigh,0.888888889
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Axminster,0.464285714
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Barnstaple,0.763779528
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Bideford/Northam,0.692708333
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Braunton,0.785714286
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Crediton,0.613333333
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Cullompton,0.754385965
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Dartmouth,0.909090909
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Dawlish,0.534090909
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Exeter,0.82278481
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Exmouth,0.656716418
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Great Torrington,0.727272727
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Holsworthy,0.848484848
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Honiton,0.942028986
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Ilfracombe,0.923076923
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Ivybridge,0.865671642
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Kingsbridge,0.983050847
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Lynton and Lynmouth,Suppressed
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Moretonhampstead,Suppressed
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Newton Abbot,0.798969072
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Okehampton,0.789473684
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Ottery St Mary,0.955555556
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Seaton,0.9
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Sidmouth,1
LD Accommodation 2013-14,LD accommodation,2013 to 2014,South Molton,0.961538462
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Tavistock,0.62244898
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Teignmouth,0.666666667
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Tiverton,0.851239669
LD Accommodation 2013-14,LD accommodation,2013 to 2014,Totnes,0.595238095
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Ashburton/Buckfastleigh,0.8
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Axminster,Suppressed
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Barnstaple,0.704225352
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Bideford/Northam,0.719178082
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Braunton,0.666666667
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Crediton,0.672131148
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Cullompton,0.52
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Dartmouth,0.857142857
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Dawlish,0.484375
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Exeter,0.751269036
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Exmouth,0.46835443
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Great Torrington,1
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Holsworthy,0.6875
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Honiton,0.777777778
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Ilfracombe,0.95
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Ivybridge,0.869565217
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Kingsbridge,0.928571429
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Lynton and Lynmouth,Suppressed
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Moretonhampstead,Suppressed
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Newton Abbot,0.795620438
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Okehampton,0.683333333
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Ottery St Mary,0.777777778
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Seaton,0.625
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Sidmouth,0.764705882
LD Accommodation 2014-15,LD accommodation,2014 to 2015,South Molton,0.823529412
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Tavistock,0.53125
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Teignmouth,0.617647059
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Tiverton,0.83908046
LD Accommodation 2014-15,LD accommodation,2014 to 2015,Totnes,0.622641509
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Ashburton/Buckfastleigh,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Axminster,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Barnstaple,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Bideford/Northam,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Braunton,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Crediton,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Cullompton,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Dartmouth,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Dawlish,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Exeter,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Exmouth,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Great Torrington,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Holsworthy,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Honiton,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Ilfracombe,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Ivybridge,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Kingsbridge,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Lynton and Lynmouth,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Moretonhampstead,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Newton Abbot,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Okehampton,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Ottery St Mary,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Seaton,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Sidmouth,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,South Molton,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Tavistock,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Teignmouth,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Tiverton,
LD Accommodation 2015-16,LD accommodation,2015 to 2016,Totnes,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Ashburton/Buckfastleigh,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Axminster,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Barnstaple,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Bideford/Northam,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Braunton,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Crediton,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Cullompton,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Dartmouth,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Dawlish,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Exeter,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Exmouth,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Great Torrington,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Holsworthy,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Honiton,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Ilfracombe,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Ivybridge,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Kingsbridge,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Lynton and Lynmouth,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Moretonhampstead,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Newton Abbot,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Okehampton,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Ottery St Mary,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Seaton,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Sidmouth,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,South Molton,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Tavistock,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Teignmouth,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Tiverton,
LD Accommodation 2016-17,LD accommodation,2016 to 2017,Totnes,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Ashburton/Buckfastleigh,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Axminster,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Barnstaple,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Bideford/Northam,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Braunton,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Crediton,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Cullompton,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Dartmouth,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Dawlish,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Exeter,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Exmouth,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Great Torrington,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Holsworthy,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Honiton,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Ilfracombe,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Ivybridge,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Kingsbridge,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Lynton and Lynmouth,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Moretonhampstead,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Newton Abbot,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Okehampton,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Ottery St Mary,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Seaton,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Sidmouth,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,South Molton,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Tavistock,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Teignmouth,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Tiverton,
LD Accommodation 2017-18,LD accommodation,2017 to 2018,Totnes,
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Ashburton/Buckfastleigh,19.58010544
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Axminster,19.68222409
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Barnstaple,18.86951025
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Bideford/Northam,18.73015679
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Braunton,19.78475835
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Crediton,20.0530063
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Cullompton,19.26097237
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Dartmouth,19.89116278
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Dawlish,19.37642061
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Exeter,19.00563633
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Exmouth,19.19945293
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Great Torrington,20.91938209
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Holsworthy,18.93760093
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Honiton,19.60286663
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Ilfracombe,17.99218518
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Ivybridge,19.03071153
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Kingsbridge,20.1790235
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Lynton and Lynmouth,18.33093056
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Moretonhampstead,20.5958152
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Newton Abbot,19.48470525
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Okehampton,19.68596634
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Ottery St Mary,19.95267676
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Seaton,20.15334716
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Sidmouth,20.74520512
LE at 65 2002 to 2006,LE at 65,2002 to 2006,South Molton,19.42852179
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Tavistock,19.7217177
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Teignmouth,19.93173512
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Tiverton,19.40509777
LE at 65 2002 to 2006,LE at 65,2002 to 2006,Totnes,19.75430505
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Ashburton/Buckfastleigh,19.57165927
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Axminster,19.96524575
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Barnstaple,19.23872306
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Bideford/Northam,19.23253942
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Braunton,19.82214494
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Crediton,20.12476304
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Cullompton,19.69145136
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Dartmouth,20.1894432
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Dawlish,19.81395349
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Exeter,19.24964575
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Exmouth,19.40440864
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Great Torrington,20.39158231
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Holsworthy,18.75157112
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Honiton,20.15219149
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Ilfracombe,18.25907771
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Ivybridge,19.15499735
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Kingsbridge,20.63109378
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Lynton and Lynmouth,17.63138203
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Moretonhampstead,20.16368505
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Newton Abbot,19.50276938
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Okehampton,20.03859129
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Ottery St Mary,20.41417497
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Seaton,20.23469106
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Sidmouth,21.26972333
LE at 65 2003 to 2007,LE at 65,2003 to 2007,South Molton,19.50780732
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Tavistock,19.96463129
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Teignmouth,20.34101138
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Tiverton,19.57018225
LE at 65 2003 to 2007,LE at 65,2003 to 2007,Totnes,19.98182225
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Ashburton/Buckfastleigh,20.12323533
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Axminster,19.91186445
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Barnstaple,19.63531757
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Bideford/Northam,19.57609876
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Braunton,19.53397607
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Crediton,20.00368029
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Cullompton,19.71850796
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Dartmouth,20.38657265
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Dawlish,20.43685038
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Exeter,19.41880402
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Exmouth,19.67247806
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Great Torrington,20.57116112
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Holsworthy,18.81341806
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Honiton,20.76284853
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Ilfracombe,18.81578612
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Ivybridge,19.4226882
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Kingsbridge,20.90589506
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Lynton and Lynmouth,17.66984084
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Moretonhampstead,20.77962895
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Newton Abbot,19.7180997
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Okehampton,20.51082136
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Ottery St Mary,20.27959379
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Seaton,20.37629067
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Sidmouth,21.60076568
LE at 65 2004 to 2008,LE at 65,2004 to 2008,South Molton,20.09246754
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Tavistock,20.05519718
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Teignmouth,20.93834361
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Tiverton,20.11638309
LE at 65 2004 to 2008,LE at 65,2004 to 2008,Totnes,20.09215791
LE at 65 2005 to 2009,LE at 65,2005 to 2009,Ashburton/Buckfastleigh,20.47124331
LE at 65 2005 to 2009,LE at 65,2005 to 2009,Axminster,19.877465
LE at 65 2005 to 2009,LE at 65,2005 to 2009,Barnstaple,20.01186662
LE at 65 2005 to 2009,LE at 65,2005 to 2009,Bideford/Northam,19.93938393
LE at 65 2005 to 2009,LE at 65,2005 to 2009,Braunton,19.44099417
