Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
E01015160,8,8,9,10,7,42
E01015161,15,17,26,22,18,98
E01015162,22,21,28,26,16,113
E01015163,10,12,24,19,15,80
E01015164,20,29,35,24,9,117
E01015165,18,22,23,13,5,81
E01015166,28,39,42,32,17,158
E01015167,18,21,39,25,8,111
E01015168,21,29,36,32,12,130
E01015169,52,20,26,29,14,141
E01015170,20,29,29,39,17,134
E01015171,24,28,35,35,23,145
E01015172,35,28,39,24,14,140
E01015173,22,25,34,29,17,127
E01015174,19,23,35,22,11,110
E01015175,34,26,29,19,9,117
E01015176,19,20,33,31,20,123
E01015177,25,28,36,24,11,124
E01015178,60,34,31,20,8,153
E01015179,66,28,27,11,4,136
E01015180,27,37,43,26,19,152
E01015181,45,40,44,30,18,177
E01015182,28,39,44,37,16,164
E01015183,12,10,20,31,23,96
E01015184,6,5,13,18,24,66
E01015185,15,11,18,29,22,95
E01015186,15,14,25,40,28,122
E01015187,7,8,19,24,23,81
E01015188,12,7,20,23,22,84
E01015189,9,10,24,27,18,88
E01015190,22,16,33,43,31,145
E01015191,23,20,34,21,12,110
E01015192,15,24,36,39,19,133
E01015193,18,14,21,29,18,100
E01015194,15,18,32,37,25,127
E01015195,19,27,40,38,21,145
E01015196,25,28,49,30,15,147
E01015197,6,3,8,9,9,35
E01015198,6,6,14,18,17,61
E01015199,5,3,6,9,9,32
E01015200,9,9,17,12,12,59
E01015201,6,7,10,16,11,50
E01015202,17,15,28,22,11,93
E01015203,6,6,15,12,11,50
E01015204,13,17,27,27,16,100
E01015205,13,15,23,20,12,83
E01015206,16,16,33,25,19,109
E01015207,16,15,29,25,12,97
E01015208,8,4,9,13,11,45
E01015209,14,16,27,27,24,108
E01015210,22,27,35,37,20,141
E01015211,10,10,21,12,9,62
E01015212,18,15,34,24,14,105
E01015213,10,20,24,23,9,86
E01015214,19,25,33,31,12,120
E01015215,15,19,25,21,9,89
E01015216,16,24,39,33,20,132
E01015217,34,25,32,37,15,143
E01015218,17,16,33,36,25,127
E01015219,13,10,18,26,29,96
E01015220,10,10,18,24,16,78
E01015221,11,13,20,23,16,83
E01015222,17,15,23,25,20,100
E01015223,8,11,15,16,7,57
E01015224,12,14,26,24,14,90
E01015225,17,11,23,23,13,87
E01015226,7,7,14,16,12,56
E01015227,12,10,17,17,10,66
E01015228,13,13,28,26,26,106
E01015229,13,10,25,30,37,115
E01015230,7,7,13,14,14,55
E01015231,20,27,37,39,17,140
E01015232,19,23,30,47,34,153
E01015233,17,19,34,31,24,125
E01015234,17,24,32,34,18,125
E01015235,15,12,18,32,44,121
E01015236,16,10,29,34,25,114
E01015237,15,17,21,19,9,81
E01015238,14,16,26,23,19,98
E01015239,14,11,26,36,46,133
E01015240,8,11,21,25,38,103
E01015241,16,16,29,25,21,107
E01015242,18,21,34,32,14,119
E01015243,10,11,22,18,16,77
E01015244,12,13,18,25,17,85
E01015245,10,12,19,28,22,91
E01015246,9,8,21,19,19,76
E01015247,17,20,31,37,26,131
E01015248,15,15,27,30,19,106
E01015249,13,19,32,31,17,112
E01015250,8,20,20,14,7,69
E01015251,11,9,14,13,6,53
E01015252,33,45,57,32,16,183
E01015253,20,23,27,14,5,89
E01015254,10,8,23,22,14,77
E01015255,30,23,31,35,15,134
E01015256,28,32,38,38,23,159
E01015257,19,16,29,31,19,114
E01015258,26,28,38,44,26,162
E01015259,19,22,37,31,13,122
E01015260,16,25,31,35,21,128
E01015261,23,36,45,47,27,178
E01015262,24,16,29,33,17,119
E01015263,19,27,31,33,18,128
E01015264,10,10,16,22,18,76
E01015265,12,12,20,26,28,98
E01015266,24,22,33,31,23,133
E01015267,11,18,24,42,32,127
E01015268,7,12,20,30,31,100
E01015269,9,13,31,34,30,117
E01015270,14,11,26,43,46,140
E01015271,7,7,10,16,16,56
E01019886,28,25,41,37,25,156
E01019887,12,21,21,16,12,82
E01019888,11,9,17,20,19,76
E01019889,10,15,15,14,12,66
E01019890,6,8,16,18,13,61
E01019891,8,9,20,23,11,71
E01019892,26,95,66,24,9,220
E01019893,26,36,47,30,14,153
E01019894,3,2,5,8,11,29
E01019895,3,4,6,9,9,31
E01019896,2,2,6,8,11,29
E01019897,9,13,27,16,13,78
E01019898,9,13,24,22,19,87
E01019899,8,7,11,14,9,49
E01019900,4,8,7,10,11,40
E01019901,9,7,14,21,14,65
E01019902,14,14,23,27,21,99
E01019903,12,13,32,30,17,104
E01019904,13,11,22,16,13,75
E01019905,7,7,12,12,7,45
E01019906,6,11,9,9,5,40
E01019907,4,8,8,7,8,35
E01019908,14,21,24,12,5,76
E01019909,5,6,10,10,9,40
E01019910,8,6,20,14,10,58
E01019911,3,6,6,8,11,34
E01019912,12,9,17,20,19,77
E01019913,5,3,7,12,20,47
E01019914,17,23,35,38,27,140
E01019915,7,10,13,16,15,61
E01019916,25,37,37,29,17,145
E01019917,17,12,25,20,8,82
E01019918,21,20,28,32,20,121
E01019919,16,24,32,26,13,111
E01019920,14,17,25,23,10,89
E01019921,10,11,19,13,8,61
E01019922,17,13,29,26,20,105
E01019923,10,8,17,15,10,60
E01019924,14,17,22,22,8,83
E01019925,5,6,11,6,4,32
E01019927,16,14,18,17,14,79
E01019928,11,17,22,17,8,75
E01019929,9,12,16,12,7,56
E01019930,9,10,11,12,9,51
E01019931,4,6,8,7,5,30
E01019932,18,16,26,24,24,108
E01019933,8,12,14,15,12,61
E01019934,10,9,15,15,16,65
E01019935,4,5,10,13,12,44
E01019936,6,4,12,15,13,50
E01019937,8,9,11,14,10,52
E01019938,14,11,29,32,21,107
E01019939,6,3,10,9,7,35
E01019940,5,2,8,10,8,33
E01019942,11,11,19,16,10,67
E01019943,5,6,11,9,7,38
E01019944,11,13,19,13,8,64
E01019945,25,13,26,30,18,112
E01019946,3,3,6,7,10,29
E01019947,13,11,23,22,24,93
E01019948,7,3,9,11,13,43
E01019949,4,7,7,7,9,34
E01019950,9,4,12,17,16,58
E01019951,9,9,14,21,21,74
E01019952,6,4,10,10,10,40
E01019953,6,6,10,14,15,51
E01019954,17,24,28,24,15,108
E01019955,8,8,12,14,13,55
E01019956,5,9,12,14,15,55
E01019957,5,4,3,9,14,35
E01019958,5,4,9,10,10,38
E01019959,7,8,18,14,11,58
E01019960,6,7,13,14,7,47
E01019961,13,10,22,30,18,93
E01019962,15,14,24,25,13,91
E01019963,4,7,11,9,6,37
E01019964,6,4,7,7,4,28
E01019965,6,9,12,9,7,43
E01019966,5,6,8,10,9,38
E01019967,7,5,15,21,13,61
E01019968,9,12,15,11,11,58
E01019969,7,13,14,11,6,51
E01019970,9,12,14,11,7,53
E01019971,19,35,23,16,7,100
E01019972,15,24,28,20,8,95
E01019973,10,10,15,11,8,54
E01019974,10,16,18,15,11,70
E01019975,13,18,23,17,9,80
E01019976,8,11,15,11,10,55
E01019977,8,13,16,12,8,57
E01019980,20,32,31,18,9,110
E01019981,14,15,26,22,11,88
E01019982,16,28,30,16,4,94
E01019983,7,10,9,7,6,39
E01019984,6,12,10,6,3,37
E01019985,14,19,28,24,8,93
E01019986,6,15,10,7,5,43
E01019987,49,30,19,11,9,118
E01019988,11,15,13,12,6,57
E01019989,8,26,13,7,4,58
E01019990,16,29,29,29,12,115
E01019991,16,22,27,20,9,94
E01019992,17,17,19,20,9,82
E01019993,6,8,8,7,3,32
E01019994,50,23,18,10,6,107
E01019995,82,33,24,19,17,175
E01019996,32,24,13,8,7,84
E01019997,66,19,15,8,4,112
E01019998,5,11,9,7,4,36
E01019999,15,5,7,6,3,36
E01020000,15,17,23,19,13,87
E01020001,6,9,7,7,6,35
E01020002,22,34,37,23,19,135
E01020003,11,14,14,13,11,63
E01020004,7,10,11,9,5,42
E01020005,20,19,33,23,14,109
E01020006,32,29,36,17,7,121
E01020007,83,13,9,5,2,112
E01020008,73,23,11,6,2,115
E01020009,12,15,15,9,4,55
E01020010,16,28,39,25,13,121
E01020011,7,8,12,12,8,47
E01020012,21,20,36,19,14,110
E01020013,20,23,24,18,10,95
E01020014,16,24,28,31,14,113
E01020015,20,33,42,31,20,146
E01020016,57,54,32,32,18,193
E01020017,131,52,29,14,8,234
E01020018,52,55,30,27,21,185
E01020019,119,10,4,5,8,146
E01020020,92,20,11,8,3,134
E01020021,81,13,18,10,5,127
E01020022,127,26,15,12,4,184
E01020023,14,23,27,19,9,92
E01020024,6,12,10,9,5,42
E01020025,13,35,24,11,6,89
E01020026,6,11,10,8,7,42
E01020027,11,15,17,14,8,65
E01020029,16,23,28,17,8,92
E01020030,15,43,33,27,12,130
E01020031,13,28,29,15,6,91
E01020032,18,20,29,23,16,106
E01020033,14,21,34,20,20,109
E01020035,26,45,33,17,10,131
E01020036,12,16,23,22,18,91
E01020037,17,21,26,23,17,104
E01020038,9,20,15,10,5,59
E01020039,26,29,31,39,24,149
E01020040,9,15,17,15,8,64
E01020041,21,34,42,35,17,149
E01020042,5,10,9,8,7,39
E01020043,12,16,25,16,10,79
E01020044,9,8,17,16,10,60
E01020045,9,7,18,15,10,59
E01020046,15,14,21,22,12,84
E01020047,9,15,18,17,16,75
E01020048,24,31,38,31,18,142
E01020049,9,9,17,21,12,68
E01020050,17,13,23,32,24,109
E01020051,7,9,14,17,15,62
E01020052,20,20,32,28,20,120
E01020053,16,16,22,19,17,90
E01020054,16,29,25,17,9,96
E01020055,16,19,30,30,22,117
E01020056,19,20,30,32,15,116
E01020057,24,35,44,37,18,158
E01020058,10,12,13,11,6,52
E01020059,18,10,35,32,13,108
E01020060,15,15,19,18,15,82
E01020061,15,13,23,17,11,79
E01020062,4,11,9,9,6,39
E01020063,16,19,33,31,18,117
E01020064,13,11,22,14,8,68
E01020065,32,20,31,31,14,128
E01020066,28,31,36,21,12,128
E01020067,23,24,39,25,13,124
E01020068,11,12,18,22,13,76
E01020069,11,9,19,23,11,73
E01020070,13,14,30,38,23,118
E01020071,12,13,20,16,12,73
E01020072,12,10,27,26,12,87
E01020073,12,8,22,29,24,95
E01020074,12,11,23,24,11,81
E01020075,11,13,21,17,10,72
E01020076,15,14,24,25,11,89
E01020077,12,12,27,23,12,86
E01020078,10,17,20,21,12,80
E01020079,12,11,23,20,15,81
E01020080,7,13,11,14,8,53
E01020081,14,16,18,20,19,87
E01020082,8,11,16,16,11,62
E01020083,22,19,34,30,16,121
E01020084,11,13,18,16,13,71
E01020085,13,14,20,13,5,65
E01020086,6,11,10,8,7,42
E01020087,13,12,29,45,32,131
E01020088,13,14,27,30,16,100
E01020089,15,17,30,18,12,92
E01020090,5,7,10,11,7,40
E01020091,9,6,13,12,9,49
E01020092,4,5,8,7,8,32
E01020093,9,11,22,14,12,68
E01020094,20,23,22,27,29,121
E01020095,16,20,25,23,10,94
E01020096,18,25,23,21,19,106
E01020097,19,17,35,44,30,145
E01020098,16,13,24,32,22,107
E01020099,8,5,13,23,14,63
E01020100,7,5,14,23,16,65
E01020101,10,13,19,17,14,73
E01020102,13,17,18,15,5,68
E01020103,21,20,35,32,14,122
E01020104,17,24,26,16,5,88
E01020105,14,20,18,13,11,76
E01020106,4,6,7,12,10,39
E01020107,8,9,11,15,13,56
E01020108,18,12,35,28,18,111
E01020109,9,7,15,12,8,51
E01020110,13,29,21,12,9,84
E01020111,15,15,25,35,17,107
E01020112,20,18,30,31,21,120
E01020113,20,16,25,27,21,109
E01020114,12,9,18,22,13,74
E01020115,7,9,17,16,12,61
E01020116,13,15,22,30,18,98
E01020117,8,10,19,22,14,73
E01020118,18,14,25,21,13,91
E01020119,8,9,16,22,16,71
E01020120,11,11,18,18,10,68
E01020121,18,15,29,28,15,105
E01020122,12,17,26,25,14,94
E01020123,13,11,21,17,12,74
E01020124,7,10,10,12,9,48
E01020125,7,4,8,7,8,34
E01020126,11,13,21,37,25,107
E01020127,16,9,29,28,16,98
E01020128,7,6,11,7,6,37
E01020129,12,11,19,21,13,76
E01020130,16,21,28,23,11,99
E01020131,19,13,40,43,24,139
E01020132,12,12,17,14,11,66
