Area,16 to 24
TOWN08,0.066280717
TOWN09,0.076184043
TOWN10,0.077912557
TOWN11,0.080180346
TOWN12,0.067357445
TOWN13,0.062585924
TOWN14,0.074237178
TOWN15,0.065610215
TOWN16,0.061869289
TOWN17,0.071386506
TOWN18,0.074823699
TOWN19,0.066853808
TOWN20,0.071730439
TOWN21,0.067089755
TOWN22,0.067943511
TOWN23,0.084012276
TOWN24,0.086687616
TOWN25,0.069332371
TOWN26,0.070963864
TOWN27,0.083430941
TOWN28,0.068715085
TOWN29,0.068802156
DIV1,0.082166223
DIV2,0.068176742
DIV3,0.073018927
DIV4,0.07975605
DIV5,0.072306461
DIV6,0.059032407
DIV7,0.059116407
DIV8,0.068642174
DIV9,0.071000857
DIV10,0.077452002
DIV11,0.066919068
DIV12,0.062407268
DIV13,0.06082735
DIV14,0.06291548
DIV15,0.072108507
DIV16,0.064495062
DIV17,0.071668403
DIV18,0.065688147
DIV19,0.076427883
DIV20,0.078414427
DIV21,0.071470421
DIV22,0.096920573
DIV23,0.070015063
DIV24,0.065353659
DIV25,0.078257246
DIV26,0.073343984
DIV27,0.064444966
DIV28,0.083713007
DIV29,0.062585924
DIV30,0.068639407
DIV31,0.069841517
DIV32,0.068674205
DIV33,0.072312941
DIV34,0.076420862
DIV35,0.080197406
DIV36,0.07544929
DIV37,0.071746508
DIV38,0.071488556
DIV39,0.069785173
DIV40,0.076465496
DIV41,0.063320763
DIV42,0.081489263
DIV43,0.089149793
DIV44,0.06610621
DIV45,0.07224842
DIV46,0.097507911
DIV47,0.090814476
DIV48,0.075271136
DIV49,0.084173928
DIV50,0.064312697
DIV51,0.075295571
DIV52,0.06518437
DIV53,0.069566038
DIV54,0.080345734
DIV55,0.063096206
DIV56,0.068878505
DIV57,0.061976795
DIV58,0.068322711
CHSCTAXE,0.081323266
CHSCTBARNSTAPLE,0.071769849
CHSCTBIDEFORD,0.069337857
CHSCTBRAUNTON,0.070751251
CHSCTCREDITON,0.067557214
CHSCTCULLOMPTON,0.070716315
CHSCTDAWLISH,0.079131345
CHSCTEXETERCHALL,0.074978606
CHSCTEXETERSYCAMORE,0.081419801
CHSCTEXMOUTH,0.080180346
CHSCTHONITON,0.07217648
CHSCTIVYBRIDGE,0.063608261
CHSCTKINGSBRIDGE,0.071386506
CHSCTNABBOT,0.073774651
CHSCTOKE,0.067874379
CHSCTSMOLTON,0.067726474
CHSCTTAVISTOCK,0.069512967
CHSCTTEIGN,0.068246355
CHSCTTIVERTON,0.068271928
CHSCTTORRINGTON,0.063754633
CHSCTTOTNES,0.069152274
Eastern,0.075390999
Northern,0.068979323
Southern,0.072489521
Western,0.068048001
