Area,2009-2011,2010-2012,2011-2013,2012-2014,2013-2015,2014-2016
E01015196,3475.211936,3756.407304,3652.649068,3475.752999,3459.524724,3219.434356
E01015197,3026.26548,2707.490539,2825.239799,2739.862504,2844.977706,2791.145656
E01015198,2759.952333,2852.465091,2684.756103,2394.514071,2364.648661,2424.096325
E01015199,3209.663198,3278.601182,3402.354108,3009.856113,3074.716663,2497.758224
E01015200,3793.039129,3630.33654,3780.130091,3499.270349,3482.961301,3275.148329
E01015201,3265.676666,3363.245546,2859.962007,2492.745985,2531.95497,2401.358248
E01015202,2937.881969,3132.945236,2827.584158,2645.479843,2761.134313,2622.337789
E01015203,3050.927729,3103.093443,3514.661687,3131.073982,3156.489051,2853.995514
E01015204,3588.926796,3200.000804,3338.531269,3187.344023,3279.91639,3176.296758
E01015205,3039.697322,3241.406276,3464.903164,3288.281501,3469.259851,3466.565427
E01015206,3456.035809,3534.621961,3386.308555,3189.885441,3172.664876,2976.659461
E01015207,2896.539614,2805.492929,2932.550765,2822.831816,2867.835503,2775.643237
E01015208,2704.979973,2941.961182,2503.804416,2521.601664,2492.129231,2554.053589
E01015209,3317.523845,3344.860289,3405.343698,3259.804587,3418.280347,3206.493251
E01015210,3445.386396,3458.597572,3590.639971,3486.018948,3526.507821,3523.591516
E01015211,2792.381248,3048.356024,2981.888179,2807.699972,2774.995603,2667.499735
E01015212,3122.754762,3344.698783,3635.35486,3434.21203,3487.874052,3417.873438
E01015213,3223.522,3349.22366,3440.629877,3188.648643,3183.503352,3059.356682
E01015214,3518.861027,3797.783357,3505.10861,3399.608122,3415.611807,3432.298022
E01015215,2902.720364,2817.435936,2974.705437,2814.523228,2831.289305,2711.621109
E01015216,3473.279465,3368.615623,3271.078532,3111.671709,3102.021794,3185.923433
E01015217,3154.882733,3226.446052,3303.710965,3051.913597,3149.320137,3291.116963
E01015218,3155.772979,3107.736072,3066.311243,2835.972828,3004.154636,2952.525789
E01015219,3405.216691,3331.986896,3566.015529,3225.289704,3275.70527,3090.468281
E01015220,3247.111261,3076.218875,3071.336827,2999.757619,3021.840978,2876.849238
