Area,Label,RD&E Exeter Hospital,Barnstaple Hospital,Torbay Hospital,Plymouth Hospital,Community Hospital,Outside Devon,Total
E01015266,Torbay 001E,<5,0,274,<5,0,5,285
E01015267,Torbay 010A,<5,0,245,<5,6,5,263
E01015268,Torbay 010B,5,0,262,<5,<5,<5,273
E01015269,Torbay 010C,<5,0,272,<5,0,5,280
E01015270,Torbay 010D,11,0,296,<5,<5,<5,315
E01015271,Torbay 010E,<5,<5,174,0,<5,<5,179
E01019886,East Devon 005A,239,0,0,<5,<5,44,289
E01019887,East Devon 005B,176,0,0,<5,<5,22,200
E01019888,East Devon 005C,192,0,<5,0,<5,7,201
E01019889,East Devon 005D,142,0,0,0,<5,9,155
E01019890,East Devon 009A,167,0,0,0,<5,<5,172
E01019891,East Devon 006A,127,0,0,<5,<5,<5,134
E01019892,East Devon 006B,380,0,<5,<5,6,6,397
E01019893,East Devon 006C,254,0,<5,0,<5,<5,258
E01019894,East Devon 017A,156,0,0,0,<5,8,165
E01019895,East Devon 017B,155,0,0,<5,<5,6,163
E01019896,East Devon 017C,177,0,0,<5,0,5,184
E01019897,East Devon 017D,130,0,<5,<5,<5,<5,140
E01019898,East Devon 014A,250,0,<5,<5,<5,5,262
E01019899,East Devon 007A,125,0,0,0,6,<5,135
E01019900,East Devon 007B,125,0,<5,<5,<5,<5,132
E01019901,East Devon 009B,81,0,0,0,<5,<5,89
E01019902,East Devon 001A,125,0,0,0,<5,150,277
E01019903,East Devon 006D,145,0,<5,<5,0,8,155
E01019904,East Devon 015A,163,0,0,0,<5,<5,171
E01019905,East Devon 015B,133,0,0,0,0,5,138
E01019906,East Devon 015C,126,0,0,0,<5,<5,131
E01019907,East Devon 015D,150,0,0,0,<5,<5,154
E01019908,East Devon 016A,111,<5,<5,7,<5,<5,125
E01019909,East Devon 016B,176,0,<5,0,0,<5,179
E01019910,East Devon 016C,141,<5,0,<5,<5,<5,147
E01019911,East Devon 016D,200,0,0,<5,<5,7,211
E01019912,East Devon 020A,208,0,0,<5,5,9,224
E01019913,East Devon 020B,253,0,0,0,<5,8,264
E01019914,East Devon 020C,216,0,<5,<5,5,5,228
E01019915,East Devon 020D,193,<5,<5,<5,<5,<5,202
E01019916,East Devon 019A,187,0,0,0,<5,<5,193
E01019917,East Devon 019B,108,<5,0,<5,<5,<5,115
E01019918,East Devon 019C,158,<5,<5,<5,<5,7,171
E01019919,East Devon 019D,151,0,0,<5,<5,<5,159
E01019920,East Devon 018A,129,0,<5,<5,<5,7,139
E01019921,East Devon 018B,127,0,0,0,<5,0,128
E01019922,East Devon 018C,202,0,<5,<5,10,<5,217
E01019923,East Devon 018D,123,0,<5,<5,<5,<5,130
E01019924,East Devon 018E,126,0,0,0,0,<5,129
E01019925,East Devon 004A,104,0,0,0,0,<5,108
E01019927,East Devon 002A,172,0,<5,<5,5,<5,182
E01019928,East Devon 003A,130,0,0,<5,5,<5,140
E01019929,East Devon 003B,110,<5,<5,0,0,<5,116
E01019930,East Devon 003C,139,0,0,<5,0,5,146
E01019931,East Devon 003D,74,0,0,<5,<5,<5,80
E01019932,East Devon 002B,185,0,0,<5,9,<5,199
E01019933,East Devon 002C,130,<5,0,<5,<5,7,141
E01019934,East Devon 002D,240,0,0,0,5,9,254
E01019935,East Devon 007C,108,0,0,<5,0,8,118
E01019936,East Devon 007D,104,0,0,<5,<5,7,114
E01019937,East Devon 013A,138,<5,0,<5,5,<5,146
E01019938,East Devon 001B,117,0,0,<5,<5,47,168
E01019939,East Devon 008A,126,0,<5,<5,0,<5,131
E01019940,East Devon 008B,141,0,<5,<5,<5,7,151
E01019942,East Devon 008C,168,0,0,<5,<5,<5,175
E01019943,East Devon 008D,107,0,<5,0,<5,0,111
E01019944,East Devon 008E,173,0,<5,0,<5,<5,178
E01019945,East Devon 013B,183,0,0,<5,<5,8,196
E01019946,East Devon 010A,179,0,0,<5,12,10,202
E01019947,East Devon 010B,243,0,0,<5,6,9,259
E01019948,East Devon 010C,146,0,0,<5,9,7,163
E01019949,East Devon 010D,153,0,0,<5,<5,<5,160
E01019950,East Devon 010E,130,0,0,0,<5,<5,135
E01019951,East Devon 009C,193,0,0,0,<5,<5,200
E01019952,East Devon 011A,154,0,0,0,6,<5,164
E01019953,East Devon 011B,128,0,0,<5,5,<5,137
E01019954,East Devon 011C,196,0,0,<5,12,<5,214
E01019955,East Devon 011D,172,0,0,0,6,6,184
E01019956,East Devon 012A,204,0,0,0,7,<5,214
E01019957,East Devon 012B,189,0,<5,<5,8,6,205
E01019958,East Devon 012C,200,0,0,<5,<5,<5,207
E01019959,East Devon 004D,105,0,<5,<5,<5,7,116
E01019960,East Devon 004E,94,<5,<5,<5,0,5,104
E01019961,East Devon 007E,89,0,0,5,<5,69,165
E01019962,East Devon 004F,150,0,<5,<5,<5,6,164
E01019963,East Devon 013C,120,0,0,<5,0,<5,125
E01019964,East Devon 014B,126,0,<5,7,0,8,143
E01019965,East Devon 014C,153,0,<5,0,<5,<5,156
E01019966,East Devon 005E,58,0,0,0,0,29,87
E01019967,East Devon 001C,44,0,0,<5,<5,51,98
E01019968,Exeter 014A,151,0,0,<5,<5,<5,155
E01019969,Exeter 014B,113,0,0,0,6,<5,120
E01019970,Exeter 014C,141,0,0,<5,<5,<5,144
E01019971,Exeter 014D,150,0,0,<5,<5,<5,159
E01019972,Exeter 014E,110,0,0,0,<5,<5,113
E01019973,Exeter 012A,132,0,<5,0,<5,<5,135
E01019974,Exeter 012B,132,0,0,<5,0,<5,136
E01019975,Exeter 010A,139,0,0,<5,0,<5,143
E01019976,Exeter 012C,176,0,<5,0,8,<5,187
E01019977,Exeter 012D,150,0,0,<5,0,<5,153
E01019980,Exeter 005A,150,0,0,<5,0,<5,155
E01019981,Exeter 012E,152,0,0,<5,0,0,153
E01019982,Exeter 005B,131,0,<5,0,0,<5,136
E01019983,Exeter 005C,125,0,0,0,<5,<5,128
E01019984,Exeter 005D,92,0,0,0,0,<5,94
E01019985,Exeter 005E,161,0,<5,<5,<5,5,174
E01019986,Exeter 007A,119,0,<5,0,<5,6,129
E01019987,Exeter 006A,168,0,<5,0,<5,<5,174
