Area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
E01015072,0.009063349,0.009176473,0.007971653,0.007955359,0.007874877,0.007874877,0.008705615,0.007803823,0.009500114,0.008662874,0.008561987,0.007354082,0.009292104,0.010102976,0.010844484,0.010844484
E01015073,0.011823144,0.010356917,0.009637586,0.010434415,0.011094718,0.010037417,0.009955518,0.010016816,0.010173414,0.01128324,0.010302262,0.010823456,0.011981476,0.012729538,0.012729538,0.012729538
E01015074,0.006038179,0.007773774,0.007517197,0.007621284,0.008741537,0.007358083,0.007261015,0.008294437,0.008558917,0.008540137,0.008465833,0.009243776,0.012198895,0.011503131,0.01234383,0.013127284
E01015075,0.010803981,0.010627541,0.010467985,0.009391372,0.009272923,0.010205323,0.009341653,0.010490485,0.010852025,0.009690514,0.010974025,0.012245562,0.012270706,0.011063659,0.011063659,0.012209319
E01015076,0.005410485,0.003533497,0.003482475,0.005365861,0.00535482,0.005620837,0.003544625,0.00559666,0.007066794,0.00825048,0.007014261,0.005438754,0.008285608,0.007036679,0.008276798,0.007036679
E01015077,0.006255911,0.004175891,0.00414005,0.00610189,0.003593668,0.005531234,0.005444444,0.003486071,0.005268098,0.003321468,0.005019162,0.00606711,0.006244942,0.006250853,0.007354082,0.008319759
E01015078,0.011680172,0.010445581,0.012424346,0.012410854,0.010445581,0.010501771,0.010467985,0.01060445,0.010815952,0.01074452,0.010469862,0.012686213,0.013204263,0.011876006,0.012742965,0.01355067
E01015079,0.006094745,0.005796104,0.00559666,0.005732268,0.007120121,0.00559666,0.006947854,0.007277014,0.003704052,0.005841642,0.005732268,0.005537119,0.007143222,0.005738588,0.008549517,0.009669274
E01015080,0.009922686,0.008068147,0.010460285,0.009452759,0.009109824,0.007683344,0.008521439,0.00995288,0.011996689,0.011304447,0.01280641,0.015881869,0.01843537,0.017602162,0.015969243,0.017602162
E01015081,0.00818111,0.009441624,0.009272923,0.009411409,0.010302262,0.010141704,0.010823456,0.010120674,0.011176416,0.010968721,0.010141704,0.008925806,0.009082009,0.010078873,0.009128997,0.010078873
E01015082,0.009986073,0.00895298,0.009214811,0.008714214,0.00941762,0.009230593,0.008383003,0.008827565,0.010089291,0.010131178,0.00941762,0.011547137,0.01226708,0.01069228,0.012621123,0.013195616
