Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
E01020016,76,111,75,53,22,338
E01020017,128,83,59,28,8,306
E01020018,90,89,59,39,22,299
E01020019,72,13,6,5,2,97
E01020020,74,26,14,8,3,125
E01020021,58,31,24,12,5,129
E01020022,149,39,26,12,6,231
E01020023,11,24,28,18,7,88
E01020024,7,23,19,10,6,65
E01020025,12,40,24,11,4,91
E01020026,15,32,18,13,8,85
E01020027,13,22,19,12,6,73
E01020029,19,30,27,17,5,99
E01020030,23,86,56,34,13,212
E01020031,18,32,32,14,6,102
E01020032,26,51,41,30,10,158
E01020033,18,25,29,20,13,106
E01020035,17,32,27,12,6,94
E01020036,22,24,35,39,14,134
E01020037,24,30,44,35,16,149
E01020038,10,28,20,12,6,75
E01020039,33,53,43,51,28,209
E01020040,12,20,22,15,8,76
E01020041,32,48,58,47,23,207
E01020042,8,20,17,15,7,67
E01020043,14,11,23,16,8,71
E01020044,9,13,15,14,8,60
E01020045,12,10,16,13,7,58
E01020046,12,12,25,22,10,81
E01020047,12,16,19,18,11,76
E01020048,33,41,55,41,23,193
E01020049,8,8,16,19,11,62
E01020050,9,18,23,28,19,97
E01020051,8,8,14,16,12,58
E01020052,27,29,52,38,21,167
E01020053,19,26,34,28,18,126
E01020054,13,25,26,18,7,90
E01020055,23,25,49,47,20,165
E01020056,17,20,31,32,14,115
E01020057,28,37,54,42,20,181
E01020058,12,24,21,15,7,79
E01020059,17,11,29,33,14,104
E01020060,12,18,24,21,10,85
E01020061,13,20,21,16,8,78
E01020062,11,17,14,13,7,61
E01020063,23,19,35,30,17,123
E01020064,15,15,22,13,6,71
E01020065,60,40,40,36,18,194
E01020066,21,33,32,21,8,115
E01020067,32,36,51,36,14,170
E01020068,9,7,19,27,11,74
E01020069,14,10,21,21,12,79
E01020070,26,17,45,51,30,168
E01020071,10,12,19,14,9,64
E01020072,13,10,20,25,14,82
E01020073,23,18,40,44,29,154
E01020074,12,10,19,21,11,73
E01020075,10,14,23,17,8,72
E01020076,14,14,24,27,10,88
E01020077,12,13,23,23,10,81
E01020078,19,27,40,29,13,128
E01020079,15,21,34,25,17,112
E01020080,5,6,11,11,7,40
E01020081,17,18,30,24,21,110
E01020082,10,10,16,16,9,60
E01020083,17,22,38,30,14,122
E01020084,14,14,21,15,11,75
E01020085,8,14,24,10,4,60
E01020086,10,13,15,11,8,57
E01020087,18,21,42,60,40,180
E01020088,17,16,24,29,16,101
E01020089,12,15,29,19,7,83
E01020090,9,12,20,15,10,66
E01020091,7,8,16,8,7,47
E01020092,7,10,12,12,8,50
E01020093,9,13,22,14,10,68
E01020094,34,46,53,44,29,205
E01020095,26,27,40,30,11,134
E01020096,29,36,47,32,17,161
E01020097,25,18,53,66,42,204
E01020098,16,13,26,34,17,105
E01020099,10,8,14,23,12,66
E01020100,15,11,18,32,21,97
E01020101,11,10,18,18,11,68
E01020102,11,14,20,13,4,62
E01020103,31,35,43,38,16,163
E01020104,20,32,27,26,8,112
E01020105,9,15,15,11,7,57
E01020106,4,5,7,9,8,32
E01020107,5,11,13,13,10,52
E01020108,21,15,33,28,17,114
