,,4,5,6,7,8,9
Area,Label,2007-2011,2008-2012,2009-2013,2010-2014,2011-2015,2012-2016
E92000001,England,,,,,,
E12000009,South West,,,,,,
E01015164,Plymouth 001D,3.840478087,2.436517995,1.503682185,2.868602364,3.698150737,3.13972967
E01015165,Plymouth 003E,0.567641466,0.897788698,2.212824438,9.599141764,0.853723872,0.878167914
E01015166,Plymouth 002E,1.007576072,1.423833777,2.238116139,2.687630007,7.633167402,8.020404306
E01015167,Plymouth 020C,0.53169781,0.627883393,0.539919541,0.726874284,1.529194993,2.377200801
E01015168,Plymouth 020D,0.378211835,0.456215468,0.418338672,2.297599748,5.376085025,0.082387827
E01015169,Plymouth 024A,0.112699502,0.129872361,0.117194077,0.124134327,0.117196214,0.100439683
E01015170,Plymouth 024B,0.330149345,0.275556021,0.348001619,0.321202651,0.375560218,0.229706361
E01015171,Plymouth 020E,0.089949452,0.084517792,0.07221029,0.074225275,0.081028376,0.10129094
E01015172,Plymouth 029F,0.599755178,0.390706006,0.427295725,0.351319006,0.90977225,2.728509658
E01015173,Plymouth 024C,0.086591758,0.099448251,0.09858206,0.109870797,0.098340437,0.100405162
E01015174,Plymouth 024D,2.398605448,1.13104255,0.831279158,1.538141795,1.237182251,1.172639672
E01015175,Plymouth 025C,0.825017292,0.378704969,0.510697611,0.421667857,0.416068024,0.327010654
E01015176,Plymouth 021F,0.535503168,0.254200329,0.230713078,0.272167983,0.268568391,0.201535508
E01015177,Plymouth 025D,1.098085127,0.691573683,0.470035121,0.556015552,0.673196077,0.477290413
E01015178,Plymouth 025E,2.617655358,2.601806129,3.314334391,1.822182826,2.324470309,2.363549822
E01015179,Plymouth 028B,1.410626334,0.698880422,1.266567165,1.056138409,0.800976829,0.947558978
E01015180,Plymouth 028C,5.391886593,2.752968816,4.750125241,4.728315026,3.452017213,2.358180089
E01015181,Plymouth 028D,1.035955367,6.199177413,0.087852316,0.078660137,0.07762232,9.905476884
