E01020063,Mid Devon 003A,17052,16680,17812,19354,,Eastern
E01020064,Mid Devon 006D,16948,19668,17949,20194,,Eastern
E01020065,Mid Devon 004C,12271,12278,13673,11598,,Eastern
E01020066,Mid Devon 002C,23188,24334,25449,24414,,Eastern
E01020067,Mid Devon 004D,5338,4919,5976,7267,,Eastern
E01020068,Mid Devon 010A,15337,15274,15160,15350,,Eastern
E01020069,Mid Devon 010B,17270,17705,18064,18724,,Eastern
E01020070,Mid Devon 010C,17735,15009,15934,12712,,Eastern
E01020071,Mid Devon 008D,21846,22686,24564,20553,,Eastern
E01020072,Mid Devon 009A,14140,14124,15419,14201,,Eastern
E01020073,Mid Devon 009B,17149,12693,12737,9384,,Eastern
E01020074,Mid Devon 003B,21913,22824,20947,20158,,Eastern
E01020075,Mid Devon 003C,20214,22151,22985,22454,,Eastern
E01020076,Mid Devon 009C,14478,13965,14305,14944,,Eastern
E01020077,Mid Devon 001D,15574,14676,14868,14503,,Eastern
E01020078,Mid Devon 005B,10227,9863,9333,9236,,Eastern
E01020079,Mid Devon 005C,10948,8730,7503,7631,,Eastern
E01020080,Mid Devon 002D,24951,23095,23915,23989,,Eastern
E01020081,Mid Devon 005D,11262,10872,11086,11299,,Eastern
E01020082,Mid Devon 009D,15318,17057,18752,15150,,Eastern
E01020083,Mid Devon 010D,19447,20111,19674,17595,,Eastern
E01020084,North Devon 012A,14277,15619,14163,14862,,Northern
E01020085,North Devon 012B,20580,19978,22254,22617,,Northern
E01020086,North Devon 012C,25127,22478,23216,26430,,Northern
E01020087,North Devon 014A,12115,11380,11711,12276,,Northern
E01020088,North Devon 006A,15627,16042,14947,14227,,Northern
E01020089,North Devon 005A,22535,24167,24591,26090,,Northern
E01020090,North Devon 004A,23252,27489,27482,29324,,Northern
E01020091,North Devon 005B,19290,21852,22284,24908,,Northern
E01020092,North Devon 005C,21334,23119,23986,27038,,Northern
E01020093,North Devon 005D,14920,14718,16897,16096,,Northern
E01020094,North Devon 008A,3047,3164,2601,1770,,Northern
E01020095,North Devon 008B,8433,9168,8385,7573,,Northern
E01020096,North Devon 009A,6831,7621,7810,7092,,Northern
E01020097,North Devon 013A,14033,13791,15214,12857,,Northern
E01020098,North Devon 014B,15729,15959,16578,14120,,Northern
E01020099,North Devon 002A,15258,16412,14339,15963,,Northern
