Area,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
E01015150,0.004160455,0.004260191,0.00795159,0.006324326,0.006613634,0.004249468,0.006690145,0.006622049,0.006255911,0.006203714,0.006196328,0.005989538,0.007374514,0.007374514,0.005822038
E01015151,0.002750561,0.002620352,0.002558794,0.003574731,0.004301044,0.003428723,0.004413124,0.004521896,0.004540548,0.005208537,0.005337106,0.005079379,0.005023648,0.005686591,0.005023648
E01015152,0.003401779,0.005117871,0.004966478,0.003807475,0.003768876,0.004715607,0.004808298,0.00373105,0.004963683,0.005193986,0.007049905,0.005206269,0.006567092,0.005802613,0.004930335
E01015153,0.00319875,0.006274606,0.005760215,0.005561356,0.005519528,0.006588453,0.006341541,0.007306824,0.00564212,0.004297969,0.005332368,0.007170233,0.005371397,0.006320942,0.006320942
E01015155,0.006414769,0.006146151,0.00629254,0.00486436,0.005930908,0.005661465,0.006441248,0.007635682,0.007493005,0.007919869,0.008495246,0.006994014,0.008315694,0.008315694,0.006928103
E01015156,0.005163569,0.004701769,0.003043076,0.002914374,0.00292194,0.00305962,0.002914374,0.004392274,0.002965567,0.004308643,0.005063106,0.004947593,0.004053606,0.004053606,0.005137425
E01015157,0.003116093,0.002952601,0.00290185,0.002852815,0.002672196,0.003928169,0.004794337,0.004587858,0.004152322,0.004569476,0.004424034,0.004337743,0.004264077,0.004264077,0.003621784
E01015158,0,0.002879577,0.004410886,0.005345315,0.005193986,0.003949033,0.003655064,0.005373954,0.004424951,0.004267694,0.006513874,0.00627112,0.005621366,0.005621366,0.004965957
E01015159,0.006735302,0.006721593,0.00672844,0.006832851,0.006918742,0.007014261,0.007237146,0.005835093,0.00732544,0.007309227,0.00839281,0.007197713,0.007229225,0.007229225,0.005707125
E01015160,0.003632328,0.003761826,0.003716282,0.00732544,0.00587461,0.005907952,0.006017236,0.006174276,0.008028917,0.007674416,0.006270986,0.008028917,0.007970782,0.007970782,0.006293735
E01015161,0.007605575,0.007657952,0.006640499,0.007827365,0.008854143,0.00911956,0.008259234,0.008634872,0.007391018,0.008771087,0.008692728,0.010253623,0.008932119,0.008932119,0.008932119
E01015162,0.007577566,0.00613787,0.007782934,0.005962093,0.007391018,0.007341725,0.008741537,0.009809028,0.009863861,0.009765598,0.009512887,0.009585233,0.009312073,0.009312073,0.006999394
E01015163,0.00556673,0.00556673,0.003761826,0.005975784,0.005921395,0.007491618,0.007810545,0.008097823,0.009522138,0.009498899,0.007810545,0.009131196,0.007913482,0.007913482,0.007913482
E01015164,0.005608582,0.006678903,0.006713466,0.006622083,0.006644695,0.006372692,0.006346712,0.006064841,0.005125465,0.006911819,0.006939002,0.007106697,0.006285215,0.006285215,0.006285215
E01015165,0.003344497,0.005513655,0.004928852,0.00305962,0.00486436,0.004770725,0.00478388,0.006239043,0.004814859,0.006227279,0.007237834,0.004859818,0.006221413,0.006221413,0.006221413
E01015166,0.00773404,0.007963498,0.006458679,0.006528908,0.006535368,0.007561248,0.00773404,0.007811655,0.007695808,0.005632496,0.004124274,0.005877094,0.006466011,0.007143168,0.006466011
E01015167,0.003318203,0.003282717,0.004882613,0.004672223,0.006509604,0.006389945,0.006383769,0.007431312,0.006146151,0.006990821,0.007028696,0.006928594,0.006807406,0.005785443,0.005785443
