Area,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
DIV28,96,128,108,111,233,216,225,228,169,170,85,95
DIV29,88,131,87,86,188,131,164,202,191,190,65,80
DIV30,149,183,149,107,250,171,197,232,209,210,60,85
DIV31,41,53,46,52,136,88,86,108,99,95,40,45
DIV32,50,55,58,55,155,100,109,93,66,70,55,45
DIV33,59,87,54,35,118,104,90,98,81,90,35,30
DIV34,47,72,58,49,172,142,140,157,119,120,50,55
DIV35,118,121,98,84,243,191,220,219,196,200,95,95
DIV36,103,112,101,70,266,184,198,215,189,185,85,105
DIV37,155,147,133,135,223,187,164,196,169,165,90,90
DIV38,66,103,87,70,169,155,221,224,191,190,80,85
DIV39,27,29,34,29,101,82,83,62,83,85,30,35
DIV40,106,122,125,98,238,201,211,223,159,160,85,90
DIV41,51,46,49,36,98,67,69,73,53,50,20,20
DIV42,43,65,52,53,122,93,93,75,76,70,40,60
DIV43,66,55,49,36,111,58,90,89,82,80,50,50
DIV44,49,60,61,52,135,97,103,85,89,90,35,40
DIV45,68,73,49,64,115,78,100,116,87,85,40,50
DIV46,180,206,191,157,303,303,326,319,280,285,125,130
DIV47,185,227,201,182,376,317,361,330,293,300,140,150
DIV48,54,78,72,68,124,125,150,163,113,115,75,55
DIV49,104,136,110,96,284,213,207,214,181,180,85,90
DIV50,93,153,120,107,239,164,183,237,181,180,100,115
DIV51,92,112,96,109,197,164,154,192,165,165,75,90
DIV52,85,112,122,92,193,130,161,167,141,135,65,70
DIV53,113,99,116,122,198,160,168,168,161,160,55,70
DIV54,38,52,55,61,118,100,123,82,85,80,50,50
DIV55,40,53,31,34,95,77,67,69,58,60,30,35
DIV56,41,62,52,51,136,100,99,92,92,90,40,30
DIV57,111,143,142,140,327,281,301,293,216,210,80,115
DIV58,50,65,82,57,149,124,118,138,101,100,45,45
CHSCTAXE,176,178,168,141,368,296,323,294,281,275,155,180
CHSCTBARNSTAPLE,420,418,342,330,618,471,504,552,488,500,175,235
CHSCTBIDEFORD,502,504,455,428,843,661,678,777,661,650,355,360
CHSCTBRAUNTON,265,272,230,200,432,296,294,333,290,290,90,150
CHSCTCREDITON,91,120,112,93,265,176,199,213,191,190,100,130
CHSCTCULLOMPTON,116,168,136,138,334,263,272,272,247,250,110,100
CHSCTDAWLISH,186,255,194,170,505,388,372,417,346,345,175,175
CHSCTEXETERCHALL,379,459,483,440,988,829,882,878,688,700,345,390
CHSCTEXETERSYCAMORE,701,833,754,689,1445,1268,1381,1386,1107,1105,510,575
CHSCTEXMOUTH,224,275,235,222,610,471,482,513,326,340,165,205
CHSCTHONITON,121,161,133,133,328,298,284,271,264,270,110,145
CHSCTIVYBRIDGE,138,177,165,143,398,304,315,271,231,240,120,125
CHSCTKINGSBRIDGE,84,104,72,56,168,127,110,135,109,115,40,35
CHSCTNABBOT,333,372,327,266,862,630,682,720,624,620,290,320
CHSCTOKE,119,164,146,138,299,267,363,375,295,295,135,130
CHSCTSMOLTON,99,122,79,82,155,122,148,155,115,120,65,75
CHSCTTAVISTOCK,145,191,194,156,365,305,328,352,263,265,145,130
CHSCTTEIGN,122,151,118,92,325,224,264,271,246,250,125,110
CHSCTTIVERTON,223,309,249,250,523,390,405,508,395,395,200,235
CHSCTTORRINGTON,198,259,211,190,395,272,320,385,344,335,140,155
CHSCTTOTNES,151,139,172,160,294,232,242,241,221,225,95,105
Eastern,2143,2665,2402,2234,5123,4229,4560,4668,3771,3800,1830,2080
Northern,1486,1568,1322,1235,2454,1821,1952,2208,1901,1895,820,980
Southern,2366,2899,2761,2350,5381,4363,4891,5187,4493,4470,2170,2190
Western,3722,4414,4288,3724,7448,6682,7203,7260,5995,6015,3625,4000
