Area,16 to 24,25 to 34,35 to 49,50 to 64,65 and over,Total
CHSCTHONITON,947,823,649,920,1046,7494
CHSCTIVYBRIDGE,1005,787,648,1081,1158,8008
CHSCTKINGSBRIDGE,564,453,317,473,625,4202
CHSCTNABBOT,1510,1390,1103,1703,1869,12622
CHSCTOKE,779,659,563,829,991,6719
CHSCTSMOLTON,512,416,326,518,601,4131
CHSCTTAVISTOCK,1014,812,664,1061,1226,8105
CHSCTTEIGN,760,634,537,835,896,6282
CHSCTTIVERTON,972,903,699,1078,1183,8128
CHSCTTORRINGTON,911,682,552,895,1082,7194
CHSCTTOTNES,685,546,453,708,837,5427
Eastern,,,,,,
Northern,,,,,,
Southern,,,,,,
Western,,,,,,
